"","hub_genes","GS1.FilterGenes.","datKME.MM.turquoise.FilterGenes.","geneInfo0.geneSymbol.FilterGenes."
"368","ILMN_2866099",-0.441953276634745,0.889321840959985,"MMP24"
"369","ILMN_2867696",-0.44244322053848,0.839685986175486,"CDC42BPB"
"370","ILMN_2884126",-0.518241980295445,0.822925859490249,"PHLDB1"
"371","ILMN_2893077",0.429673720343692,-0.862947106511556,"RPS6"
"372","ILMN_2894943",-0.47719130640887,0.871107808766692,"GGA1"
"373","ILMN_2898440",-0.45956269881541,0.834942556071635,"EPB4.1L5"
"374","ILMN_2905386",0.508207152035774,-0.877408733945139,"EG433923"
"375","ILMN_2912872",0.453165317992709,-0.895294888400067,"NDFIP1"
"376","ILMN_2916116",0.407887386350111,-0.807097569145427,"RPS7"
"377","ILMN_2918479",0.492250340514861,-0.963160089038303,"HSPA8"
"378","ILMN_2923599",-0.440816079357961,0.841572223483371,"XPO6"
"379","ILMN_2928160",-0.486158098527267,0.837088191957595,"VARS"
"380","ILMN_2943972",0.460382584480514,-0.879543871648794,"CXX1C"
"381","ILMN_2948649",-0.371603697110546,0.881555003198036,"HELZ"
"382","ILMN_2952779",0.286725552743249,-0.814715634515505,"CXX1A"
"383","ILMN_2953017",-0.467193162140257,0.869827522998068,"SMG7"
"384","ILMN_2956765",0.492507507194916,-0.81582383411542,"VDAC3"
"385","ILMN_2957614",0.426787310613222,-0.934818167474636,"ADSS"
"386","ILMN_2959976",0.345664056925246,-0.911225530615988,"TOM1"
"387","ILMN_2976250",-0.417005709821736,0.815971694924631,"MLLT1"
"388","ILMN_2987161",-0.5056143386061,0.804500801765319,"CNOT3"
"389","ILMN_2991574",0.356019606561275,-0.827170905013322,"FAM13C"
"390","ILMN_2998813",-0.474710485659248,0.816421036374546,"SEMA4F"
"391","ILMN_3013874",0.423681449066503,-0.954481142401452,"EG434858"
"392","ILMN_3018758",0.479522530853441,-0.910325154114544,"BECN1"
"393","ILMN_3028493",0.441451760595144,-0.848986902364503,"PPP2R2B"
"394","ILMN_3031099",0.479650294716633,-0.890438049987334,"COQ10B"
"395","ILMN_3033922",0.357669444618339,-0.854517120078634,"0610007C21RIK"
"396","ILMN_3040710",0.488981638926718,-0.828341046984733,"RTN1"
"397","ILMN_3041839",0.371411414894484,-0.870821521252886,"PDHB"
"398","ILMN_3047749",0.329038585477495,-0.848211929103564,"CACNB4"
"399","ILMN_3047987",0.307557730699418,-0.804378896272148,"WDR37"
"400","ILMN_3059393",0.452537460886588,-0.8948547895949,"SNCA"
"401","ILMN_3059476",0.436210573313457,-0.85527626589824,"SESN1"
"402","ILMN_3060766",0.398662618332239,-0.809419560371309,"ATL2"
"403","ILMN_3062286",0.505329974378737,-0.869214532867048,"PHACTR1"
"404","ILMN_3062470",0.500444702519683,-0.884883074638241,"CRLS1"
"405","ILMN_3063644",0.332274348426635,-0.86910334537885,"SYT11"
"406","ILMN_3064669",0.322501686255821,-0.826398426085181,"MAPK1IP1"
"407","ILMN_3068231",0.38733566976882,-0.843692123006013,"MAX"
"408","ILMN_3070576",0.436840867004988,-0.872306369314291,"LGSN"
"409","ILMN_3070992",0.468743550202159,-0.871521472993901,"GPR27"
"410","ILMN_3075003",0.378098769166315,-0.864962761588278,"MLF2"
"411","ILMN_3077377",0.332729490772141,-0.806028844297176,"WARS"
"412","ILMN_3079421",0.418834781372575,-0.826015319851654,"PDE6D"
"413","ILMN_3079645",0.459937502563056,-0.928790295513132,"PRKCZ"
"414","ILMN_3085317",0.4665165384664,-0.887859353042303,"ZC3H14"
"415","ILMN_3094886",0.528913395581762,-0.8784923826218,"ABI1"
"416","ILMN_3096701",0.406965854020597,-0.892574624077368,"HNRPA1"
"417","ILMN_3096750",0.338984501439525,-0.808657497389982,"SEH1L"
"418","ILMN_3107377",0.462354402170092,-0.90958269897354,"DNAJB6"
"419","ILMN_3110132",0.521400591162005,-0.829248925074309,"D11BWG0517E"
"420","ILMN_3111334",0.266966387664682,-0.806478096919345,"RSRC2"
"421","ILMN_3112185",0.406517036946693,-0.840531581104982,"ENSA"
"422","ILMN_3114365",0.481905751109721,-0.918233013775594,"TXNL4A"
"423","ILMN_3120652",0.482671001266121,-0.812015517059348,"SMAP2"
"424","ILMN_3121851",0.398252158187474,-0.899941141373133,"PPP2R5C"
"425","ILMN_3124160",-0.479070442874076,0.878972989236711,"AMBRA1"
"426","ILMN_3124787",0.409987642530839,-0.825240452431469,"TMEM47"
"427","ILMN_3132050",0.446821631899729,-0.91574876059186,"RASGRF1"
"428","ILMN_3132223",-0.533148197674619,0.805158028498693,"C630004H02RIK"
"429","ILMN_3139668",-0.532922742408178,0.805090537628307,"CPSF1"
"430","ILMN_3140516",-0.385764719162138,0.841550965599284,"RAPGEF1"
"431","ILMN_3141781",0.331216151218433,-0.837034597049761,"TTC19"
"432","ILMN_3141830",0.558363575775011,-0.889303942157397,"STX8"
"433","ILMN_3145881",0.403703631371324,-0.913913768828167,"CNOT2"
"434","ILMN_3147724",-0.381121186475305,0.816799099295373,"EHMT2"
"435","ILMN_3148543",-0.471161312751549,0.818866640368187,"SRC"
"436","ILMN_3149251",0.418889839435463,-0.885470904633198,"LGSN"
"437","ILMN_3154007",0.350402596886695,-0.814049504035505,"COPG"
"438","ILMN_3155180",-0.441528793925107,0.827133231493291,"ITPR2"
"439","ILMN_3156529",-0.563376728573311,0.817349969245246,"SLC9A8"
"440","ILMN_3157232",0.462026459843407,-0.924386362971074,"ZC4H2"
"441","ILMN_3157764",0.42527489895256,-0.935854208052851,"GOLGA7"
"442","ILMN_3161897",0.392368262928751,-0.858206514041932,"DYNC1LI2"
"443","ILMN_3162895",0.392749972884335,-0.855903120320706,"TCEAL3"
"444","ILMN_3163110",-0.432499954423525,0.858483615488011,"GRIK5"
"445","ILMN_3163539",-0.529063136355923,0.897540671191638,"ZMIZ2"
